acousticness,danceability,energy,ind,instrumentalness,key,label,liveness,loudness,mode,song_id,song_name,speechiness,tempo,valence
0.00718,0.772,0.847,158,0.0,10,1,0.156,-3.789,0,3xB5uHrhe0uaIxNGf3JwZA,I Wanna Rock (feat. Gunna),0.0929,100.013,0.704
0.256,0.682,0.919,3,0.0,0,0,0.442,-3.18,0,3Yh9lZcWyKrK9GjbhuS0hR,Good as Hell,0.0875,95.982,0.535
0.000883,0.338,0.977,9,5.03e-05,4,0,0.318,-3.756,0,3YWdY7j8prt5v73LaDTnMW,Destruccion,0.239,144.861,0.249
0.247,0.262,0.606,30,0.0,8,1,0.125,-6.646,1,3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""",0.0484,189.857,0.275
0.0152,0.746,0.754,16,0.0,1,1,0.0486,-6.681,1,3zkWCteF82vJwv0hRLba76,Stitches,0.067,149.882,0.764
0.0549,0.778,0.549,130,0.0,1,1,0.0724,-6.144,1,3zSCNTXI7Ed0PiidZVmzIe,Ignition - Remix,0.0473,133.041,0.802
0.063,0.884,0.765,142,7.04e-06,8,1,0.118,-3.865,1,41Fflg7qHiVOD6dEPvsCzO,Worth It,0.0882,99.987,0.594
0.00218,0.573,0.929,63,0.0723,11,0,0.718,-5.996,1,47Wf9dKEHGptcL1lyQIsZk,Nookie,0.082,97.57,0.284
0.172,0.787,0.443,41,0.0,3,0,0.278,-6.709,0,48IZ6I5KgIrKL8rATErZvB,Look Away,0.0291,106.535,0.63
0.492,0.657,0.499,223,0.0,11,1,0.336,-7.785,1,4AoFhbd4nql7W5RFDjTj3O,In My Head,0.0351,92.008,0.348
0.351,0.643,0.663,124,0.0,0,1,0.127,-8.237,1,4BWBbJ9MKpnt30SFYEomzJ,Lighters,0.265,90.079,0.181
0.0527,0.613,0.764,92,0.0,2,1,0.197,-6.509,1,4CdVzZTnf7JElTDw0kyUiN,...Ready For It?,0.136,160.015,0.417
0.286,0.784,0.845,39,1.59e-05,3,0,0.074,-2.793,1,4D7ERaKgv8NAeck8RzUtRz,Younger,0.0596,105.981,0.888
0.124,0.64,0.648,149,0.0,5,1,0.0802,-8.113,0,4evmHXcjt3bTUHD1cvny97,Beautiful People (feat. Khalid),0.187,92.977,0.548
0.181,0.637,0.713,81,0.000637,0,1,0.137,-4.333,1,4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,0.0747,129.923,0.243
0.062,0.738,0.717,31,0.0,1,0,0.205,-5.121,1,4fwo6czG5nvOQMzhOto1ya,Lonely (with Jonas Brothers),0.0573,98.047,0.5
0.00968,0.513,0.788,196,0.0,0,1,0.11,-4.629,1,4Gcv5SsxnQWpmOnUI19EJk,All You Need To Know (feat. Calle Lehmann),0.0364,139.987,0.234
0.00346,0.518,0.784,51,0.00187,2,1,0.171,-5.659,1,4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,0.0524,124.102,0.588
0.000319,0.649,0.896,23,1.19e-05,10,0,0.102,-2.704,0,4ImIJRZNJhNQLLdUFSYJoS,Down with the Sickness,0.056,90.009,0.924
0.00813,0.741,0.87,199,0.0,6,1,0.114,-3.494,0,4IO8X9W69dIQe0EC5ALXhq,Immortal,0.503,184.194,0.663
0.95,0.505,0.296,111,0.862,0,1,0.116,-14.106,1,4JEAuL1vzWlnb6bx3HLlO1,The Circus Of Machines I (Overture),0.0353,129.972,0.287
0.0198,0.707,0.611,98,3.59e-06,2,1,0.0651,-4.474,1,4lnAN2S1fcI0SjxEbksZVr,Fetish (feat. Gucci Mane),0.0639,123.006,0.285
1.2e-05,0.407,0.983,26,0.209,11,0,0.314,-2.165,1,4MtitTdGu0ldNjytXNFV64,Darkness Within,0.109,100.981,0.164
0.0199,0.611,0.7,131,0.0,9,1,0.0549,-5.331,1,4OZEu0Vwq0RB2LAq14v99n,Middle,0.0436,104.981,0.213
0.0784,0.476,0.718,189,1.02e-05,8,1,0.122,-5.309,1,4pdPtRcBmOSQDlJ3Fk945m,Let Me Love You,0.0576,199.864,0.142
0.241,0.79,0.746,220,0.0,9,1,0.316,-5.96,1,4raMIjIjMc8JohHth7l9lG,Bruises - Steve Void Remix,0.0502,124.971,0.538
0.22,0.874,0.497,69,0.0,6,1,0.0761,-5.484,1,4Ro98RCK90oHqqSZUnTFq5,Strip That Down,0.0562,106.023,0.542
0.0849,0.787,0.713,159,0.0,7,1,0.717,-5.252,1,4sWuPniHClkInYAnzXAYUF,Camelot,0.401,175.041,0.762
0.103,0.803,0.585,48,3.94e-06,8,1,0.0644,-5.861,1,4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),0.0432,105.017,0.593
0.0197,0.399,0.787,25,6.07e-05,1,1,0.0685,-2.88,1,4VrWlk8IQxevMvERoX08iC,Chandelier,0.0499,117.089,0.572
0.0127,0.432,0.884,62,0.000527,8,0,0.166,-6.659,1,4WJNMSihHL8e4hs9SkBq9C,Break Stuff,0.13,108.948,0.624
0.0427,0.842,0.734,152,0.0,1,1,0.106,-5.065,0,4y3OI86AEP6PQoDE6olYhO,Sucker,0.0588,137.958,0.952
0.114,0.563,0.564,30,0.0254,10,0,0.304,-7.906,0,4yI3HpbSFSgFZtJP2kDe5m,Look At Her Now,0.271,154.355,0.55
0.000393,0.527,0.947,57,0.00372,4,0,0.075,-4.205,0,4YxAepVe35M0oltrOu8d6Z,BENZIN,0.0574,142.008,0.206
0.856,0.607,0.376,7,0.0,4,1,0.285,-9.954,1,50kpGaPAhYJ3sGmk6vplg0,Love Yourself,0.453,102.541,0.545
0.482,0.822,0.529,184,0.0,0,1,0.114,-6.383,1,59ivOf4nYo8aCrlZ2rXTme,Outside,0.079,103.015,0.771
0.165,0.681,0.594,132,3.49e-06,7,1,0.134,-7.028,1,5aAx2yezTd8zXrkmtKl66Z,Starboy,0.282,186.054,0.535
0.000389,0.576,0.785,25,0.0109,10,0,0.103,-4.873,1,5amxqpWUfwCPUOPgDnElO5,A Different World (feat. Corey Taylor),0.0355,105.118,0.406
0.0642,0.893,0.745,71,0.0,11,1,0.0943,-3.105,0,5bcTCxgc7xVfSaMV3RuVke,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",0.0571,101.018,0.872
0.00169,0.657,0.96,67,0.000997,5,0,0.109,-3.524,0,5bU4KX47KqtDKKaLM4QCzh,Die MF Die,0.07,126.02,0.567
0.109,0.775,0.613,8,2.33e-05,3,1,0.134,-4.586,0,5cF0dROlMOK5uNZtivgu50,Attention,0.0542,100.066,0.797
6.2e-05,0.526,0.96,13,2.59e-05,1,0,0.182,-4.877,1,5CK7ifWXLxF6ntrpyUHTND,Redes,0.0674,133.985,0.586
0.214,0.692,0.443,163,0.0,1,1,0.06,-5.671,1,5FNS5Vj69AhRGJWjhrAd01,Slow Dance,0.0386,127.899,0.363
0.0337,0.663,0.708,86,0.0,8,1,0.0841,-4.154,1,5Gu0PDLN4YJeW75PpBSg9p,"Let Me Go (with Alesso, Florida Georgia Line & watt)",0.0473,103.073,0.742
0.15,0.472,0.366,138,0.308,11,1,0.0837,-12.595,0,5HNCy40Ni5BZJFw1TKzRsC,Comfortably Numb,0.0286,127.167,0.171
0.274,0.676,0.684,32,1.38e-06,6,0,0.198,-5.724,0,5IXViMxu8GgaphOfdH206i,Sight,0.195,103.988,0.474
0.0776,0.88,0.62,202,0.0,0,1,0.0873,-6.973,0,5JKdJROIbEof5fBOnKlBVM,Rambo,0.0748,106.052,0.749
0.0388,0.72,0.644,156,0.0,8,1,0.194,-8.099,0,5MVdzbNmCVf9cWbkqFakkr,Big Stepper,0.341,77.673,0.611
0.588,0.418,0.42,38,6.39e-05,0,1,0.11,-6.444,1,5Nm9ERjJZ5oyfXZTECKmRt,Stay With Me,0.0414,84.094,0.184
0.0046,0.672,0.752,182,0.00047,4,1,0.056,-4.866,1,5o8lxcSYAj8uXTiIHoyyA9,Castles,0.0843,116.945,0.429
0.0275,0.516,0.595,82,0.0,5,1,0.109,-4.63,1,5Ohxk2dO5COHF1krpoPigN,Sign of the Times,0.0313,119.972,0.222
0.297,0.752,0.488,29,9.11e-06,6,1,0.0936,-7.05,1,5p7ujcrUXASCNwRaWNHR1C,Without Me,0.0705,136.041,0.533
0.0393,0.721,0.944,193,5.86e-05,7,1,0.0747,-4.995,1,5PatlLJYn8gWxnQnepzMjW,"Twist (From ""Love Aaj Kal"")",0.142,109.014,0.728
0.0233,0.671,0.829,188,1.93e-05,11,1,0.18,-6.849,0,5pgzFZFM60GvbnbBwvq98p,T5,0.249,118.044,0.3
0.638,0.641,0.176,144,5.14e-06,6,1,0.252,-11.692,1,5pY3ovFxbvAg7reGZjJQSp,I See Fire,0.0349,76.031,0.297
0.194,0.77,0.882,51,0.0,8,0,0.316,-4.792,1,5PYQUBXc7NYeI1obMKSJK0,Never Really Over,0.0602,99.991,0.385
0.11,0.715,0.624,0,0.0,4,0,0.123,-3.046,0,5qmq61DAAOUaW8AUo8xKhh,Truth Hurts,0.114,158.087,0.412
0.101,0.831,0.502,153,0.0,10,1,0.122,-4.045,0,5ry2OE6R2zPQFDO85XkgRb,Money In The Grave (Drake ft. Rick Ross),0.046,100.541,0.101
0.697,0.53,0.346,121,1.07e-05,8,1,0.105,-10.497,1,5rYipCuUMXmKr5XM3eDC1r,Tenerife Sea,0.0376,121.876,0.359
0.695,0.358,0.557,36,0.0,10,1,0.0902,-7.398,1,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,0.059,85.043,0.494
0.545,0.76,0.541,42,0.0,9,0,0.0937,-6.079,1,5UKosim5C7WJ6sUoFDucBC,I Fucking Love You,0.0395,104.939,0.683
0.00153,0.511,0.913,74,0.0,0,0,0.111,-4.657,1,5v0YtR9YIeAf0NoG0V1982,Courage,0.109,92.05,0.338
0.525,0.829,0.582,155,0.0,7,1,0.0759,-5.721,0,5xjei7JnROsAzLY2a7RdZU,Shots,0.0415,108.028,0.51
0.0488,0.62,0.64,46,0.0,4,0,0.0647,-5.285,1,5Xq7KPZSONkhHx6DFTAbTz,All My Friends,0.0334,90.032,0.445
0.0856,0.72,0.864,216,0.0,0,1,0.16,-3.249,1,5YkmS18BehACOhIIeUqe6l,I Miss Myself (with HRVY),0.208,96.048,0.659
0.000478,0.315,0.951,60,0.00363,8,0,0.144,-3.609,1,5yS3exqqEIBWEvha3nEDdl,Chaos,0.087,197.954,0.211
0.102,0.427,0.647,104,2.13e-06,6,1,0.133,-8.944,0,5ZEQjTroORCu6uWvZrdeNc,My Life Is Going On - Música Original De La Serie De TV La Casa De Papel / Money Heist,0.0353,99.753,0.298
0.0629,0.574,0.838,128,0.00014,1,1,0.76,-5.196,1,63FK6xdiobHpZIwAd07dEK,Zayn Malik,0.335,179.982,0.129
0.041,0.432,0.781,143,4.21e-06,4,1,0.0789,-4.038,0,66hayvUbTotekKU3H4ta1f,Where Are Ü Now (with Justin Bieber),0.0567,139.432,0.197
0.197,0.524,0.806,73,0.0,1,0,0.101,-3.447,0,68t9p1qXaslaaxk4xhTd4m,Can We Pretend (feat. Cash Cash),0.406,115.172,0.45
0.0281,0.468,0.627,11,7.97e-06,6,1,0.11,-5.085,1,698ItKASDavgwZ3WjaWjtz,Faded,0.0476,179.642,0.159
0.153,0.477,0.682,162,0.0,1,1,0.0763,-4.931,0,6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,0.0925,110.567,0.345
0.034,0.818,0.803,46,0.0,1,1,0.153,-4.282,1,6b8Be6ljOzmkOmFslEb23P,24K Magic,0.0797,106.97,0.632
0.0802,0.716,0.794,68,0.0,9,0,0.0859,-5.138,0,6BVmygBQhe4pTZQgKkzstD,Hustle,0.326,96.751,0.542
0.0558,0.716,0.821,59,0.0,5,1,0.0844,-3.435,0,6cpk00i5TxCqSeqNi2HuIe,One More Night,0.0314,92.997,0.618
0.000599,0.537,0.964,65,1.14e-05,9,0,0.0564,-4.157,1,6efSwlK3LOlWOeKK9xlUKF,Jekyll and Hyde,0.113,155.017,0.712
0.162,0.677,0.714,197,0.0,11,1,0.0717,-5.637,1,6G0FACzGN80Dj2v4ass5rq,gone girl,0.0287,94.956,0.355
0.155,0.553,0.871,187,0.0,9,1,0.409,-5.162,1,6GZeLGQrcw68odXY2P5pDu,Aaja,0.246,166.154,0.721
0.16,0.582,0.757,171,0.0,0,1,0.187,-3.965,1,6hciDCyJDYCsYQp2lH6kdA,Need Your Love (with Noah Kahan),0.0399,104.105,0.516
0.164,0.668,0.534,38,0.0,1,0,0.1,-6.586,1,6hLkeOMrhZ2CMLBp2of576,Wanted,0.0677,145.816,0.711
0.0841,0.732,0.396,56,3.58e-05,4,1,0.105,-9.348,0,6i0V12jOa3mr6uu4WYhUBr,Heathens,0.0286,90.024,0.548
0.798,0.699,0.282,123,1.23e-06,7,1,0.0981,-7.65,1,6jMbPsH6lTOLs5n8Af26AG,Maybe It's Time,0.0374,79.776,0.359
0.0123,0.667,0.83,43,0.0,0,1,0.191,-5.715,1,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",0.0749,113.03,0.701
0.075,0.696,0.817,60,0.0,1,1,0.187,-3.862,1,6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.109,98.064,0.782
0.108,0.657,0.768,50,0.0,8,0,0.144,-4.628,1,6kls8cSlUyHW2BUOkDJIZE,Hate Me (with Juice WRLD),0.0507,75.025,0.759
0.0421,0.571,0.763,210,0.0,9,1,0.394,-6.66,1,6KQxGfOdjHMh5wT15t0gJj,All Into Nothing,0.0491,99.953,0.211
0.524,0.692,0.809,168,0.0,2,1,0.147,-4.198,1,6LsAAHotRLMOHfCsSfYCsz,If I Can't Have You,0.0602,123.911,0.864
0.163,0.833,0.539,114,2.1e-06,11,1,0.101,-7.399,0,6MWtB6iiXyIwun0YzU6DFP,Wow.,0.178,99.947,0.385
0.138,0.677,0.688,213,0.0,0,1,0.114,-4.058,0,6MxMqCgqmekcr0VwSU7AVH,Time,0.0633,98.049,0.198
0.0391,0.552,0.831,136,2.93e-06,8,1,0.0632,-5.217,1,6NdkzOSCLzmyV9Qc4DKhJ2,This Is What It Feels Like,0.0298,129.889,0.144
0.194,0.513,0.493,192,0.908,0,1,0.0748,-11.49,1,6nNWB2fwEbJHy7y587GV2M,The Skylab Plan,0.0345,90.005,0.191
0.0355,0.65,0.709,71,4.83e-06,7,0,0.137,-7.146,1,6nRMtv1fSqT16RqxM4Xh8H,My Attic,0.124,103.966,0.164
0.0157,0.624,0.654,45,8.01e-05,7,0,0.333,-5.795,0,6P7s2nXPRFpZR9wNekvrPm,Don't Walk Alone,0.0431,74.98,0.208
0.0232,0.461,0.834,50,1.14e-05,2,1,0.14,-4.868,1,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,0.0989,135.007,0.471
0.00662,0.673,0.61,54,0.0,1,0,0.0572,-4.73,0,6PFyGdWw0qnstR8KJAWrrr,Afterlife,0.0356,122.063,0.343
0.0018,0.653,0.863,94,0.0,2,1,0.0406,-4.799,1,6Pgkp4qUoTmJIPn7ReaGxL,Without You (feat. Sandro Cavazza),0.0457,134.004,0.276
0.0417,0.801,0.795,96,0.000113,1,1,0.0717,-5.115,0,6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,0.0504,79.028,0.754
0.45,0.741,0.52,125,1.97e-06,8,1,0.222,-7.513,1,6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),0.0656,102.998,0.347
0.000138,0.542,0.991,21,0.000721,11,0,0.109,-3.244,0,6qvZ3Oxor2qlDsYpXkE8Lg,The Burden,0.0738,115.037,0.0523
8.51e-05,0.404,0.969,24,0.0114,8,0,0.268,-2.938,1,6RJdYpFQwLyNfDc5FbjkgV,Stricken,0.195,173.878,0.29
0.228,0.653,0.816,186,0.0,2,1,0.0967,-4.353,1,6rPO02ozF3bM7NnOV4h6s2,Despacito - Remix,0.167,178.086,0.816
0.0423,0.774,0.756,17,0.0,1,1,0.305,-4.995,1,6RtPijgfPKROxEzTHNRiDp,Rude,0.0389,144.032,0.931
0.0498,0.617,0.635,20,1.44e-05,11,1,0.164,-6.769,0,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,0.0317,103.019,0.446
0.784,0.789,0.49,48,0.000598,2,0,0.112,-6.588,1,6TGoYBjxwsLgIzaw9lhfMG,Throwaway,0.0392,140.034,0.869
1.23e-05,0.233,0.958,11,0.0396,9,0,0.075,-5.533,0,6twwy6oNALPOC8KPjjMKuU,Tempestades,0.11,144.949,0.333
0.0392,0.759,0.548,28,0.0,9,1,0.0828,-6.049,0,6v3KW9xbzN5yKLt9YKDYA2,Señorita,0.029,116.967,0.749
0.212,0.52,0.403,17,0.000528,4,0,0.139,-13.17,0,6VCeEqyExn5hfV1dBsGDIm,Fave Thing,0.274,169.471,0.233
7.88e-05,0.412,0.775,58,0.137,9,0,0.32,-5.457,1,6WLUR21lOUku7ult8fmlo6,ZERSTÖREN,0.0417,165.921,0.123
0.211,0.845,0.561,34,3.49e-06,1,1,0.0383,-5.253,0,6wmAHw1szh5RCKSRjiXhPe,How Long,0.0778,109.974,0.811
0.0125,0.794,0.793,194,0.0,11,1,0.0952,-4.521,0,6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,0.0842,123.941,0.677
0.605,0.251,0.0575,190,0.922,9,1,0.098,-16.985,0,6WVRhBxRMW9fn6sRkt2gWn,Mountains,0.0293,95.947,0.0371
0.019,0.659,0.502,75,0.0,11,0,0.0641,-6.948,1,6xG7t7blddozpBf3S5we1O,Happy,0.0521,135.938,0.291
0.0631,0.735,0.451,13,1.3e-05,0,1,0.325,-8.374,1,6yIdwnpDHufLWgQcveTPMk,I Don’t Wanna Live Forever (Fifty Shades Darker),0.0585,117.973,0.0862
0.155,0.221,0.0879,191,0.698,7,1,0.0869,-16.996,1,6ZFbXIJkuI1dVNWvzJzown,Time,0.0381,126.622,0.0401
0.198,0.404,0.806,203,0.0,2,1,0.114,-4.75,1,70YPzqSEwJvAIQ6nMs1cjY,In Your Arms (with X Ambassadors),0.0496,148.036,0.112
0.239,0.715,0.605,33,1.41e-05,0,1,0.189,-5.128,0,72gv4zhNvRVdQA0eOenCal,Symphony (feat. Zara Larsson),0.0428,122.956,0.454
0.0215,0.653,0.658,37,1.66e-06,2,1,0.0939,-6.428,1,72jbDTw1piOOj770jWNeaG,Paris,0.0304,99.99,0.219
0.363,0.63,0.671,164,0.0,6,1,0.113,-6.659,0,735RSTb2xbtWbDtKD9XDYi,Somebody,0.256,89.921,0.333
0.727,0.56,0.442,9,1.71e-05,5,1,0.11,-7.224,1,75JFxkI2RXiU7L9VXzMkle,The Scientist,0.0243,146.448,0.212
0.0403,0.836,0.544,40,0.0,7,1,0.0824,-5.975,1,76cy1WJvNGJTj78UqeA5zr,IDGAF,0.0943,97.028,0.51
0.156,0.774,0.765,45,0.0,4,1,0.0373,-5.439,0,76hfruVvmfQbw0eYn1nmeC,Cake By The Ocean,0.0502,119.001,0.917
0.0233,0.671,0.829,126,1.93e-05,11,1,0.18,-6.849,0,78MsM9PxvH52tnju9gubka,T5,0.249,118.044,0.3
0.255,0.713,0.738,106,0.0,10,1,0.106,-6.784,1,79esEXlqqmq0GPz0xQSZTV,Lost In Japan,0.374,105.027,0.425
0.603,0.614,0.735,200,1.09e-06,7,1,0.124,-2.719,1,7B2LSJH15j1DpgLU8BqYMc,Can I Call You Mine,0.0329,104.032,0.552
0.321,0.333,0.596,44,0.0,7,0,0.236,-8.161,0,7b7xiKdhuf7giMGYIpwNPh,Just Friends,0.215,75.134,0.22
0.414,0.748,0.524,1,0.0,8,1,0.111,-5.599,1,7BKLCZ1jbUBVqRi2FVlTVw,Closer,0.0338,95.01,0.661
0.676,0.768,0.414,37,0.0117,7,0,0.112,-11.278,0,7bNyrylSsQt55Fy4zyGn3y,Purple Balenciagas,0.0405,115.002,0.0585
0.0151,0.637,0.843,26,0.0,5,1,0.0876,-5.413,1,7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,0.0432,109.012,0.434
0.354,0.68,0.563,119,0.0,10,1,0.136,-5.843,1,7dt6x5M1jzdTEt8oCbisTK,Better Now,0.0454,145.028,0.374
0.037,0.791,0.862,91,2.19e-05,9,1,0.0814,-3.24,0,7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),0.11,123.994,0.592
0.207,0.683,0.53,78,0.0,5,1,0.394,-4.918,0,7F9vK8hNFMml4GtHsaXui6,Back to You (feat. Bebe Rexha & Digital Farm Animals),0.142,75.016,0.645
0.568,0.851,0.541,10,0.0,0,1,0.13,-6.825,1,7fa9MBXhVfQ8P8Df9OEbD8,Girls Like You (feat. Cardi B),0.0505,124.959,0.448
0.0237,0.705,0.64,67,0.0,11,1,0.262,-6.928,0,7gvd8xj4QgPqbQSsn5pV7d,Sorry Not Sorry,0.225,144.077,0.887
0.101,0.738,0.794,66,0.0,11,1,0.0533,-4.118,0,7jEyX4bqaCSdMN4D4JNnVj,Mama,0.0416,104.014,0.566
0.38,0.866,0.813,31,0.0,11,1,0.0779,-4.063,0,7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,0.0554,121.998,0.969
0.731,0.602,0.377,215,0.0,11,1,0.0808,-6.213,1,7kF3x1XJXGcgQWFemulw4q,This City,0.0446,73.877,0.518
0.0209,0.509,0.689,165,0.0,1,1,0.301,-4.929,0,7KhHA3mzt7A3LFlOJEAKpI,On My Way,0.102,170.087,0.297
6.98e-06,0.289,0.983,12,0.000445,2,0,0.278,-4.589,1,7KKlC664xSI3m453ZFuvLQ,Nuevo Orden,0.112,93.993,0.132
0.104,0.529,0.607,101,0.0,6,1,0.0631,-6.781,1,7krbSH3rd8lhIZvuzTV3Bl,Naked,0.0574,101.966,0.238
0.366,0.285,0.322,140,0.651,6,1,0.107,-16.58,0,7kriFJLY2KOhw5en9iI2jb,Echoes,0.044,134.042,0.142
0.141,0.678,0.588,47,6.35e-06,7,1,0.137,-7.015,1,7MXVkk9YMctZqd1Srtv4MB,Starboy,0.276,186.005,0.486
0.00906,0.775,0.68,115,0.0,0,1,0.109,-5.508,0,7oGZAicScQt96OAW4AruYy,Want to Want Me,0.0629,114.025,0.656
0.458,0.651,0.693,169,0.0,4,1,0.335,-4.722,1,7pWK1kMgHy5lNNiIfuRbkP,Used To Love (with Dean Lewis),0.0375,118.97,0.392
0.751,0.501,0.405,145,0.0,1,1,0.105,-5.679,1,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,0.0319,109.891,0.446
0.581,0.825,0.652,0,0.0,1,1,0.0931,-3.183,0,7qiZfU4dY1lWllzX7mPBI3,Shape of You,0.0802,95.977,0.931
0.0814,0.446,0.8,75,0.0,0,1,0.199,-5.404,1,7qvxFz3JodM0A7xEM7k3YD,Chained To The Rhythm,0.174,189.89,0.474
0.0214,0.627,0.778,172,0.0,5,1,0.126,-4.317,1,7thOGpKaWpPotq2U37UItx,Fade Away,0.0409,127.977,0.366
0.166,0.782,0.685,55,1.18e-05,4,1,0.16,-6.237,1,7vFoFDWqTX0mHzLfrF1Cfy,Cheerleader - Felix Jaehn Remix Radio Edit,0.0309,118.016,0.603
0.256,0.52,0.761,87,4.96e-06,4,1,0.17,-3.093,1,7vGuf3Y35N4wmASOKLUVVU,Silence,0.0853,141.971,0.286
0.065,0.727,0.583,6,0.0,7,0,0.106,-7.385,0,7vJS1DPc3FzBtqBs8n3mW5,Bad To You (with Normani & Nicki Minaj),0.0718,147.983,0.629
0.175,0.709,0.723,185,0.851,8,1,0.0535,-6.086,1,7wdYb60ksflUhqa3dpWwY1,Lost in Las Vegas,0.0281,119.994,0.216
0.304,0.509,0.671,23,0.0,1,1,0.0452,-5.709,1,7x5xYW5W42OGPAdHUyyguy,Locked Away,0.0678,118.413,0.55
